Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2015,28999,1,Petrol,UP-14,Manual,Hatchback,338000,Maruti,Wagon R 1.0
2018,84296,2,CNG,MH-02,Automatic,Sedan,686000,Volkswagen,Ameo
2010,70706,2,Petrol,MP-04,Manual,Hatchback,238000,Hyundai,I10
2015,32840,2,Petrol,GJ-01,Manual,Hatchback,488000,Maruti,Swift
2018,85458,1,Petrol,KA-20,Manual,Hatchback,347000,Renault,Kwid
2018,35985,2,Petrol,TN-03,Manual,Hatchback,716000,Hyundai,Elite I20
2010,36007,1,Petrol,MH-02,Manual,Hatchback,241000,Maruti,Wagon R 1.0
2014,55158,1,Petrol,KA-27,Manual,Hatchback,285000,Maruti,Alto 800
2018,43359,1,Diesel,HR-26,Automatic,Lux SUV,1192000,Mahindra,Xuv500
2015,20170,1,Petrol,MH-15,Manual,Hatchback,386000,Maruti,Wagon R 1.0
2019,40044,2,CNG,DL-1C,Automatic,SUV,1171000,Hyundai,Creta
2014,94540,1,Petrol,TS-07,Manual,Hatchback,421000,Maruti,Swift
2014,95138,1,Petrol,WB-02,Manual,Hatchback,299750,Hyundai,Grand I10
2017,51497,2,Petrol,HR-87,Manual,Hatchback,398000,Maruti,Ignis
2020,25335,1,Petrol,MH-14,Automatic,Hatchback,806000,Maruti,Swift
2014,26015,1,Petrol,MH-02,Automatic,Hatchback,439000,Honda,Brio
2021,18707,1,Petrol,KA-55,Automatic,Hatchback,552000,Renault,Kwid
2021,11323,1,Petrol,TN-85,Manual,SUV,877000,Maruti,S Cross
2015,63857,1,Petrol,DL-8C,Automatic,Lux Sedan,807000,Toyota,Corolla Altis
2018,76180,2,CNG,MH-48,Manual,Hatchback,611000,Hyundai,Elite I20
2014,18728,1,Petrol,KA-03,Automatic,Hatchback,440000,Maruti,Celerio
2018,40826,2,Petrol,DL-4C,Manual,Hatchback,546000,Hyundai,Elite I20
2016,87444,2,Diesel,UP-16,Manual,Sedan,466000,Honda,City
2022,27372,1,Petrol,TS-10,Manual,SUV,974000,Maruti,Brezza
2013,77326,1,Diesel,TN-05,Manual,Hatchback,403000,Maruti,Swift
2019,46881,1,Petrol,HR-26,Manual,Hatchback,373000,Maruti,Alto
2018,28969,1,Petrol,MH-47,Manual,Hatchback,567350,Maruti,Baleno
2021,38745,1,Petrol,TN-21,Manual,SUV,924000,Honda,Wr-V
2016,36037,1,Petrol,DL-4C,Manual,Hatchback,566000,Hyundai,Elite I20
2016,52762,1,Petrol,KA-51,Manual,Hatchback,542000,Honda,Jazz
2021,19164,1,Petrol,TN-23,Manual,Hatchback,626000,Tata,Altroz
2021,41968,1,Petrol,KA-50,Manual,Hatchback,489000,Renault,Kwid
2016,44754,2,Petrol,TN-04,Manual,Hatchback,285000,Maruti,Alto K10
2014,51156,1,Petrol,UP-32,Manual,Hatchback,254000,Maruti,Alto K10
2017,37815,1,Petrol,UP-32,Manual,SUV,557000,Honda,Wr-V
2011,71783,1,Petrol,DL-3C,Manual,Hatchback,198000,Hyundai,I10
2017,42655,1,Petrol,MH-12,Manual,Hatchback,670000,Maruti,Baleno
2021,15063,1,Petrol,TN-13,Automatic,SUV,798000,Renault,Triber
2016,84666,1,Diesel,KA-53,Manual,SUV,834000,Maruti,Vitara Brezza
2013,102867,2,Diesel,KA-51,Manual,Hatchback,373000,Hyundai,Grand I10
2017,60784,1,Diesel,UP-32,Automatic,Hatchback,585000,Maruti,Ignis
2018,46746,1,Petrol,TS-08,Manual,Hatchback,531000,Maruti,Ignis
2019,93152,1,Petrol,DL-9C,Manual,Hatchback,497000,Maruti,Swift
2012,91128,1,Diesel,MH-04,Manual,Sedan,675000,Maruti,Swift Dzire
2013,87589,1,Diesel,AP-29,Manual,Sedan,394000,Honda,Amaze
2014,47089,1,Diesel,MH-02,Manual,Sedan,1048000,Honda,Amaze
2021,51968,1,CNG,MH-04,Manual,Hatchback,561000,Maruti,New Wagon-R
2020,23981,2,Petrol,HR-19,Manual,Hatchback,512000,Maruti,New Wagon-R
2017,45931,1,Petrol,MH-04,Manual,Hatchback,449000,Hyundai,Grand I10
2015,52288,1,Diesel,HR-51,Manual,Hatchback,397000,Maruti,Baleno
2021,7129,1,Petrol,KA-04,Manual,Sedan,871000,Skoda,Rapid
2017,29501,1,Petrol,MP-04,Manual,Hatchback,473000,Hyundai,Grand I10
2019,24194,1,Petrol,MH-14,Manual,Hatchback,401000,Maruti,S Presso
2019,97304,2,Diesel,GJ-18,Manual,Sedan,532000,Maruti,Ciaz
2021,6817,1,Petrol,MH-04,Manual,Hatchback,378000,Maruti,Alto
2013,44437,1,Petrol,KA-01,Manual,Hatchback,465000,Maruti,Swift
2013,38326,2,Petrol,DL-4C,Manual,Hatchback,273700,Honda,Brio
2020,69393,1,Petrol,DL-1C,Automatic,Sedan,505000,Toyota,Yaris
2017,51181,1,Petrol,KA-51,Manual,Hatchback,667000,Hyundai,Elite I20
2014,65518,1,Petrol,UP-14,Manual,Hatchback,414000,Hyundai,I20
2015,48122,2,Petrol,MH-14,Manual,Hatchback,472000,Maruti,Baleno
2022,78827,1,Diesel,TN-52,Manual,Hatchback,755500,Tata,Altroz
2021,32806,1,Petrol,TN-32,Manual,SUV,820000,Nissan,Magnite
2018,90305,2,Diesel,TS-29,Manual,SUV,788000,Mahindra,Thar
2015,112871,1,Diesel,KA-05,Manual,Hatchback,649000,Maruti,Swift
2022,18993,1,CNG,UP-78,Manual,Hatchback,500000,Maruti,S Presso
2016,54808,1,Petrol,GJ-01,Automatic,SUV,926000,Hyundai,Creta
2014,80719,1,CNG,MH-12,Manual,Hatchback,302000,Maruti,Alto 800
2010,66835,1,Petrol,MH-14,Manual,Hatchback,248800,Maruti,Wagon R 1.0
2018,51607,2,Petrol,KA-02,Automatic,Hatchback,320000,Datsun,Redi Go
2017,17218,1,Petrol,TS-07,Manual,Sedan,851000,Honda,Amaze
2015,54873,2,Petrol,MH-03,Automatic,Lux SUV,964000,Honda,Crv
2017,78249,1,Diesel,TS-10,Manual,SUV,773000,Honda,Wr-V
2011,38095,2,Petrol,HR-26,Manual,Hatchback,168000,Hyundai,I10
2021,5603,1,Petrol,UP-32,Automatic,Hatchback,648000,Hyundai,New Santro
2011,57085,2,Petrol,WB-06,Manual,Hatchback,202000,Hyundai,I20
2018,69511,1,Petrol,MH-34,Manual,Hatchback,497000,Hyundai,Grand I10
2017,41702,2,Petrol,MH-12,Manual,Hatchback,477000,Hyundai,Elite I20
2019,46057,1,Petrol,TN-10,Manual,Hatchback,643000,Maruti,Baleno
2015,50609,2,Petrol,KA-47,Manual,Hatchback,539000,Maruti,Swift
2017,24810,2,Petrol,KA-05,Manual,Hatchback,376000,Renault,Kwid
2018,24067,1,Petrol,TS-10,Manual,Hatchback,502000,Tata,Tiago
2020,18650,1,Petrol,GJ-05,Manual,Hatchback,381000,Maruti,Alto
2019,29314,1,Petrol,TN-50,Manual,Hatchback,477000,Tata,Tiago
2015,88555,1,Petrol,TN-12,Manual,Hatchback,368000,Honda,Brio
2016,33902,2,Petrol,KA-05,Automatic,Hatchback,526000,Nissan,Micra
2021,10389,1,Petrol,KA-02,Manual,SUV,1119000,Hyundai,Venue
2016,80007,1,Petrol,MH-47,Manual,Sedan,646000,Honda,City
2011,19721,1,Petrol,MH-14,Automatic,Sedan,955000,Honda,City
2017,33535,1,Petrol,MH-15,Manual,Sedan,595000,Skoda,Rapid
2014,89210,2,Petrol,HR-03,Manual,Hatchback,445000,Hyundai,Elite I20
2014,58874,1,Petrol,MH-15,Manual,Hatchback,230000,Maruti,Alto 800
2017,86390,2,Petrol,MH-31,Automatic,Hatchback,472000,Maruti,Ignis
2020,12183,1,Petrol,KA-05,Manual,SUV,839000,Hyundai,Venue
2018,34106,1,Petrol,MH-04,Manual,SUV,733350,Honda,Wr-V
2016,58046,1,Petrol,GJ-05,Manual,Hatchback,421000,Hyundai,Grand I10
2016,50152,1,Petrol,TN-10,Manual,Hatchback,309000,Maruti,Alto 800
2017,48732,1,Petrol,TN-10,Manual,Hatchback,530000,Hyundai,Grand I10
2019,54289,1,Petrol,MH-14,Automatic,Hatchback,684000,Maruti,Swift
2020,97165,1,Diesel,GJ-05,Manual,SUV,1054000,Kia,Sonet
2019,20065,1,Petrol,GJ-06,Manual,Hatchback,566000,Hyundai,Grand I10
2021,6162,1,Petrol,WB-24,Manual,Hatchback,650000,Hyundai,Grand I10 Nios
2020,12963,1,Petrol,DL-5C,Automatic,Hatchback,715000,Hyundai,Grand I10 Nios
2022,23013,1,Petrol,MH-14,Automatic,SUV,1215000,Tata,Nexon
2014,55465,2,Petrol,DL-5C,Manual,Hatchback,298000,Maruti,Wagon R 1.0
2014,69273,1,Petrol,WB-02,Manual,Sedan,333000,Maruti,Swift Dzire
2019,56414,1,CNG,HR-26,Manual,Hatchback,639000,Hyundai,Elite I20
2018,29855,1,Petrol,MH-05,Manual,Hatchback,393000,Datsun,Go Plus
2016,53814,1,Petrol,KA-02,Manual,Hatchback,533000,Hyundai,Grand I10
2021,86012,1,Petrol,TN-04,Manual,Hatchback,771000,Toyota,Glanza
2020,17083,1,Petrol,PB-10,Manual,Hatchback,351000,Maruti,Alto
2018,55860,1,Petrol,HR-26,Manual,Hatchback,704000,Hyundai,Elite I20
2021,89396,1,CNG,HR-76,Manual,Hatchback,563000,Hyundai,New Santro
2018,23517,1,Petrol,MH-12,Manual,Hatchback,298000,Hyundai,Eon
2016,60653,1,Petrol,DL-8C,Automatic,Sedan,780000,Maruti,Ciaz
2016,30539,1,Petrol,MH-01,Manual,Hatchback,595000,Hyundai,Elite I20
2014,63426,1,CNG,MH-14,Manual,Hatchback,351000,Maruti,Wagon R 1.0
2017,84597,1,Petrol,TS-32,Manual,Hatchback,295000,Maruti,Alto 800
2017,31214,1,Petrol,KL-01,Manual,Hatchback,310000,Maruti,Alto 800
2014,67438,2,Petrol,GJ-01,Manual,Hatchback,306000,Hyundai,I10
2018,10168,1,Petrol,GJ-06,Automatic,Sedan,1019000,Hyundai,Verna
2021,14915,2,Diesel,MH-46,Automatic,SUV,1903000,Tata,Safari
2021,17211,1,Petrol,DL-3C,Manual,Hatchback,667000,Maruti,Swift
2018,70601,1,Petrol,KA-41,Automatic,Hatchback,755000,Hyundai,Elite I20
2018,54831,1,Diesel,DL-11,Manual,SUV,674000,Ford,Ecosport
2018,10478,1,Petrol,DL-14,Manual,Hatchback,298000,Datsun,Redi Go
2017,88695,1,Diesel,TS-09,Manual,SUV,724000,Ford,Ecosport
2019,147,2,Petrol,MH-12,Manual,Hatchback,531000,Hyundai,New Santro
2012,59621,2,Petrol,AP-29,Manual,Hatchback,310000,Hyundai,I10
2016,42110,1,Petrol,HR-29,Manual,Sedan,580000,Volkswagen,Vento
2016,49370,1,Petrol,BR-09,Manual,Hatchback,371000,Maruti,Wagon R Stingray
2020,76360,1,Petrol,TS-12,Automatic,Hatchback,793000,Hyundai,New I20
2015,60408,2,Petrol,DL-8C,Automatic,Lux Sedan,879000,Toyota,Corolla Altis
2017,53087,1,Petrol,GJ-01,Manual,Sedan,608000,Maruti,Ciaz
2018,42347,1,CNG,GJ-06,Manual,Hatchback,517000,Honda,Brio
2017,65986,1,Petrol,GJ-06,Manual,Hatchback,537000,Hyundai,Grand I10
2015,19250,2,Petrol,MH-31,Manual,Sedan,815000,Maruti,Ciaz
2017,66973,2,Diesel,MH-04,Manual,Sedan,647000,Maruti,Swift Dzire
2021,16634,1,Diesel,TN-01,Automatic,SUV,1861000,Tata,Harrier
2020,51724,1,Petrol,TN-09,Automatic,Hatchback,529000,Maruti,S Presso
2014,80727,1,Petrol,TS-10,Manual,Sedan,774000,Maruti,Swift Dzire
2021,36453,1,Petrol,PB-65,Automatic,Sedan,1022000,Skoda,Rapid
2021,74599,2,CNG,DL-1C,Automatic,Sedan,817000,Toyota,Yaris
2014,50930,2,Petrol,MH-12,Manual,Hatchback,268000,Maruti,Alto K10
2019,83865,1,Petrol,GJ-01,Automatic,SUV,880000,Ford,Ecosport
2011,73338,1,Petrol,DL-10,Manual,Hatchback,210000,Volkswagen,Polo
2017,82848,1,CNG,DL-10,Manual,Hatchback,439000,Hyundai,Grand I10
2016,87604,1,Diesel,TS-08,Manual,Lux SUV,915000,Mahindra,Xuv500
2016,58679,2,Petrol,DL-9C,Manual,SUV,753000,Hyundai,Creta
2018,76303,1,Petrol,KA-02,Manual,Sedan,641000,Maruti,Dzire
2017,43381,1,Petrol,DL-8C,Manual,Hatchback,504000,Maruti,Baleno
2018,81440,1,Petrol,KA-51,Automatic,Hatchback,647000,Hyundai,Grand I10
2018,29312,1,Petrol,MH-02,Manual,Sedan,363000,Maruti,Dzire
2018,69862,1,Diesel,DL-8C,Automatic,SUV,665000,Maruti,Vitara Brezza
2019,36936,1,Petrol,WB-02,Manual,Sedan,742000,Honda,City
2018,119547,1,CNG,UP-14,Manual,Sedan,492000,Hyundai,Xcent
2018,34991,1,Petrol,HR-51,Automatic,Hatchback,647000,Honda,Jazz
2016,33655,2,Petrol,KA-53,Manual,Hatchback,740000,Hyundai,Elite I20
2020,96075,1,Diesel,DL-3C,Manual,SUV,750000,Ford,Ecosport
2018,20207,1,Petrol,KL-39,Manual,Hatchback,373000,Renault,Kwid
2018,36043,2,Petrol,KA-53,Manual,Hatchback,751000,Hyundai,Elite I20
2012,40968,1,Petrol,AP-29,Manual,Hatchback,217000,Maruti,Alto
2016,53258,1,Diesel,MH-05,Automatic,Sedan,803000,Maruti,Swift Dzire
2018,42776,1,Petrol,GJ-06,Manual,Sedan,459000,Maruti,Dzire
2013,39409,1,Petrol,MH-05,Automatic,Sedan,752000,Volkswagen,Vento
2014,69859,1,Petrol,DL-1C,Manual,Hatchback,345000,Maruti,Swift
2020,32488,2,Petrol,WB-02,Automatic,Sedan,749000,Hyundai,Aura
2022,3449,1,Petrol,DL-12,Manual,SUV,736650,Renault,Triber
2014,78099,2,Diesel,KA-06,Manual,Sedan,725000,Honda,Amaze
2019,23305,1,Petrol,GJ-27,Manual,Sedan,784400,Honda,City
2017,40811,2,Petrol,KA-03,Manual,Hatchback,662000,Maruti,Swift
2018,42166,2,Petrol,KA-01,Automatic,Hatchback,684000,Maruti,Swift
2017,79178,1,CNG,GJ-27,Manual,Hatchback,501000,Hyundai,Grand I10
2017,54072,1,Petrol,MH-47,Manual,Hatchback,518000,Volkswagen,Polo
2022,16075,2,Petrol,TN-38,Automatic,Hatchback,1114000,Hyundai,New I20
2015,52486,2,Petrol,KA-35,Manual,Hatchback,541000,Maruti,Swift
2018,12724,2,Petrol,HR-26,Manual,SUV,719000,Honda,Wr-V
2019,55752,2,Petrol,GJ-03,Manual,SUV,823000,Hyundai,Venue
2015,104654,1,Diesel,PB-08,Manual,SUV,802000,Toyota,Innova
2017,53751,1,Petrol,UP-14,Manual,Sedan,477000,Hyundai,Xcent
2018,22248,1,Diesel,HR-51,Manual,SUV,596000,Maruti,Vitara Brezza
2014,78346,2,Diesel,GJ-01,Manual,SUV,351000,Renault,Duster
2010,43861,1,Petrol,AP-09,Manual,Hatchback,283000,Maruti,Wagon R 1.0
2020,56218,1,Petrol,KA-51,Manual,Hatchback,597000,Maruti,Ignis
2018,18363,1,Petrol,KL-11,Manual,SUV,696000,Tata,Nexon
2018,31071,1,Petrol,HR-51,Automatic,Sedan,890000,Honda,City
2014,71552,1,Petrol,WB-08,Manual,Sedan,449000,Honda,City
2016,61431,1,Petrol,MH-46,Manual,Hatchback,436000,Hyundai,Grand I10
2016,67385,1,CNG,GJ-16,Automatic,Hatchback,427000,Maruti,Celerio
2022,1457,1,CNG,TS-03,Manual,Hatchback,720250,Maruti,Celerio
2014,85644,1,CNG,MH-46,Manual,Hatchback,301000,Maruti,Wagon R 1.0
2015,67245,1,Petrol,KA-51,Manual,Hatchback,583000,Maruti,Swift
2021,8642,1,Petrol,HR-26,Manual,SUV,831000,Maruti,Vitara Brezza
2016,17821,1,Petrol,MH-04,Automatic,Sedan,781000,Maruti,Swift Dzire
2015,25034,1,Petrol,GJ-01,Manual,Sedan,717000,Maruti,Swift Dzire
2014,51903,1,Petrol,MH-05,Manual,Hatchback,461000,Maruti,Swift
2013,35781,2,Petrol,MH-05,Manual,Hatchback,283000,Honda,Brio
2012,78249,3,Petrol,KA-53,Manual,Hatchback,421000,Maruti,Swift
2021,40917,1,Petrol,GJ-06,Automatic,Sedan,892000,Maruti,Ciaz
2015,56766,1,Petrol,DL-1C,Manual,Hatchback,359000,Hyundai,Grand I10
2017,61411,1,Diesel,UP-32,Manual,SUV,653000,Ford,Ecosport
2016,49976,2,Diesel,KA-05,Manual,Hatchback,729000,Maruti,Baleno
2021,79824,1,Diesel,KA-01,Manual,Sedan,753000,Tata,Tigor
2013,96533,3,Petrol,TN-18,Manual,Hatchback,396000,Volkswagen,Polo
2019,105021,2,Petrol,Unknown,Manual,Hatchback,520000,Tata,Tiago
2016,45421,1,Petrol,DL-8C,Manual,Hatchback,320000,Maruti,Alto K10
2014,122143,2,Petrol,Unknown,Manual,Sedan,229000,Honda,City
2021,15324,1,Petrol,CH-01,Manual,Hatchback,709000,Maruti,Swift
2016,91947,2,Diesel,PB-10,Manual,Hatchback,379000,Hyundai,Grand I10
2021,43902,1,Diesel,RJ-14,Manual,SUV,905000,Mahindra,Bolero Neo
2020,44956,1,Petrol,HR-80,Manual,Hatchback,347000,Maruti,Alto
2019,9875,1,Petrol,MH-05,Manual,Hatchback,335000,Maruti,Alto
2021,10555,1,Petrol,DL-14,Manual,Hatchback,501000,Maruti,New Wagon-R
2019,34496,1,Petrol,HR-29,Manual,Hatchback,608000,Maruti,Baleno
2017,31238,3,Petrol,KA-51,Manual,Hatchback,492000,Hyundai,Grand I10
2010,69700,2,Petrol,DL-7C,Manual,Lux Sedan,238000,Toyota,Corolla Altis
2022,3008,1,Petrol,HR-51,Manual,SUV,787000,Nissan,Magnite
2011,63525,1,Petrol,MH-14,Manual,Hatchback,268000,Hyundai,I10
2020,2191,1,Petrol,UP-16,Automatic,Sedan,828000,Maruti,Dzire
2014,9439,1,Petrol,KA-03,Automatic,Sedan,1456000,Maruti,Swift Dzire
2021,14756,1,Petrol,WB-10,Manual,Hatchback,647000,Maruti,Swift
2018,35189,3,Diesel,KA-03,Automatic,Lux SUV,1498000,Mahindra,Xuv500
2018,38982,2,Petrol,HR-81,Manual,Hatchback,542000,Maruti,Swift
2019,21238,1,Petrol,TN-14,Manual,Hatchback,458650,Maruti,S Presso
2019,49661,1,Petrol,DL-5C,Manual,Hatchback,506000,Maruti,Swift
2015,82677,1,Diesel,KA-51,Automatic,Sedan,624000,Skoda,Rapid
2017,55262,1,Petrol,GJ-01,Manual,Hatchback,522000,Maruti,Swift
2021,43788,1,Petrol,UP-78,Manual,Hatchback,651000,Maruti,Swift
2018,19366,2,Petrol,KL-07,Manual,Hatchback,503000,Hyundai,Grand I10
2014,98136,1,Diesel,BR-01,Manual,Lux Sedan,443000,Toyota,Corolla Altis
2018,46175,2,Petrol,BR-01,Manual,Hatchback,502000,Maruti,Swift
2016,98661,1,Diesel,MH-46,Manual,SUV,733000,Maruti,Vitara Brezza
2017,16133,1,Petrol,MH-04,Automatic,Hatchback,579000,Maruti,Ignis
2018,67778,1,Petrol,UP-53,Automatic,Sedan,686000,Maruti,Dzire
2014,99204,1,CNG,MH-43,Manual,Hatchback,332000,Maruti,Wagon R 1.0
2010,22657,1,Petrol,DL-9C,Manual,Hatchback,168000,Maruti,Wagon R 1.0
2018,40396,1,Petrol,HR-26,Manual,Hatchback,544000,Maruti,Baleno
2014,54179,1,Petrol,GJ-01,Manual,Hatchback,335000,Maruti,Wagon R 1.0
2016,75196,1,Petrol,RJ-40,Automatic,Hatchback,325000,Maruti,Alto K10
2012,81625,3,Petrol,GJ-05,Manual,Hatchback,334000,Maruti,Swift
2016,82180,2,Petrol,RJ-14,Manual,Hatchback,483000,Honda,Jazz
2020,31459,1,Petrol,DL-2C,Manual,Hatchback,548000,Maruti,Ignis
2014,51356,3,Petrol,TN-11,Manual,Hatchback,229000,Maruti,Alto 800
2012,41110,1,Petrol,DL-9C,Manual,Hatchback,298000,Maruti,Swift
2013,61235,3,Petrol,MH-04,Manual,Hatchback,271000,Maruti,Wagon R Stingray
2022,17215,1,Petrol,GJ-10,Manual,Hatchback,777000,Maruti,Baleno
2016,54042,1,Petrol,TS-07,Manual,Sedan,737000,Hyundai,Verna
2014,34904,1,Petrol,TN-64,Manual,Sedan,869000,Honda,City
2016,59492,1,Petrol,TN-13,Manual,Hatchback,352000,Renault,Kwid
2017,26928,2,Petrol,MH-48,Manual,Hatchback,443000,Hyundai,Grand I10
2016,78948,1,Diesel,WB-02,Automatic,Lux Sedan,856000,Hyundai,New Elantra
2016,97942,2,Petrol,TN-07,Manual,Sedan,369000,Hyundai,Verna
2018,56130,2,Petrol,TN-06,Manual,Hatchback,555000,Maruti,Swift
2017,46609,2,Petrol,UP-32,Manual,SUV,622000,Ford,Ecosport
2016,92733,2,Diesel,UP-15,Manual,Hatchback,391000,Maruti,Swift
2012,52013,1,Petrol,KL-46,Manual,Hatchback,197000,Hyundai,Eon
2013,65366,1,Petrol,MH-02,Manual,Hatchback,306000,Maruti,Wagon R 1.0
2015,33491,1,Petrol,TS-12,Manual,Hatchback,589000,Hyundai,Elite I20
2020,41121,1,Petrol,UP-32,Manual,Hatchback,520000,Maruti,New Wagon-R
2013,76257,3,Petrol,AP-28,Manual,Hatchback,227000,Maruti,Alto 800
2015,32895,1,Petrol,CH-01,Manual,Hatchback,406000,Hyundai,Grand I10
2021,3731,1,Petrol,UP-32,Automatic,Hatchback,654000,Maruti,Celerio
2018,103737,1,Petrol,Unknown,Manual,Hatchback,426000,Tata,Tiago
2018,83340,1,CNG,KA-04,Manual,Hatchback,460650,Tata,Tiago
2016,22170,1,Petrol,BR-01,Automatic,Sedan,816000,Volkswagen,Vento
2020,59204,1,Petrol,MH-14,Manual,Hatchback,415000,Maruti,S Presso
2018,29723,2,Petrol,HR-26,Automatic,Hatchback,524000,Maruti,Swift
2018,89972,1,Petrol,UP-53,Manual,Hatchback,565000,Hyundai,I20 Active
2013,39682,2,Petrol,KA-04,Manual,Sedan,622000,Maruti,Swift Dzire
2014,56578,1,Petrol,KA-05,Manual,Hatchback,458000,Hyundai,Grand I10
2016,102359,1,Petrol,Unknown,Manual,Sedan,455000,Maruti,Swift Dzire
2014,62977,1,Petrol,TN-07,Manual,Hatchback,516000,Volkswagen,Polo
2018,60593,1,Petrol,GJ-16,Manual,Hatchback,271000,Maruti,Alto 800
2013,50843,1,Petrol,KL-01,Manual,Hatchback,251000,Maruti,Alto 800
2017,46036,2,Petrol,GJ-05,Automatic,Hatchback,348000,Renault,Kwid
2019,13936,2,Petrol,GJ-07,Manual,Hatchback,595000,Hyundai,Grand I10
2020,10875,1,Petrol,KL-39,Manual,SUV,691000,Mahindra,Kuv 100 Nxt
2017,29498,1,Petrol,WB-02,Manual,Hatchback,426000,Hyundai,Elite I20
2010,78608,1,Petrol,KL-02,Manual,Hatchback,279000,Maruti,Ritz
2014,40679,1,Petrol,MH-03,Manual,Hatchback,322000,Maruti,Wagon R 1.0
2019,33244,1,Petrol,MP-04,Manual,Hatchback,430000,Hyundai,New Santro
2021,33495,1,Petrol,TN-23,Manual,SUV,813000,Nissan,Magnite
2017,123152,1,Diesel,TN-11,Manual,SUV,459000,Mahindra,Kuv100
2015,40632,1,Petrol,DL-12,Manual,SUV,540000,Ford,Ecosport
2015,71383,1,Petrol,KA-51,Manual,Hatchback,573000,Maruti,Swift
2016,52276,1,Petrol,TN-01,Manual,Hatchback,578000,Hyundai,Elite I20
2016,17967,1,Petrol,TN-59,Manual,Hatchback,683000,Hyundai,I20 Active
2017,39217,2,Petrol,TN-10,Manual,Hatchback,627000,Maruti,Baleno
2017,73697,1,Petrol,DL-9C,Manual,Sedan,599000,Honda,City
2017,60408,2,Diesel,KA-03,Manual,Lux SUV,1037000,Mahindra,Xuv500
2019,76615,1,Petrol,MH-41,Manual,Hatchback,299000,Maruti,Alto 800
2018,45675,2,Petrol,KA-01,Manual,Hatchback,699000,Hyundai,I20 Active
2013,78213,2,Petrol,KA-53,Automatic,Hatchback,340000,Hyundai,I10
2011,71026,1,Petrol,KA-09,Manual,Hatchback,241000,Hyundai,Eon
2015,71593,1,Petrol,WB-02,Manual,Hatchback,304000,Maruti,Wagon R 1.0
2019,67830,2,Petrol,GJ-04,Manual,Sedan,612000,Honda,Amaze
2019,23888,1,Petrol,PB-07,Manual,Hatchback,362000,Maruti,Alto
2015,16285,1,Petrol,MP-04,Manual,Hatchback,306000,Maruti,Alto 800
2018,65118,2,Petrol,UP-16,Automatic,Hatchback,570000,Hyundai,Elite I20
2018,59723,1,Diesel,KA-41,Manual,SUV,1111000,Mahindra,Scorpio
2018,60813,1,Petrol,KL-42,Manual,Hatchback,372000,Renault,Kwid
2020,41366,2,Petrol,BR-01,Manual,Hatchback,362000,Renault,Kwid
2018,7659,2,Petrol,DL-8C,Automatic,Hatchback,273000,Datsun,Redi Go
2018,20255,1,Diesel,MH-43,Manual,Hatchback,653000,Maruti,Baleno
2019,58004,1,Petrol,DL-8C,Automatic,SUV,809000,Tata,Nexon
2020,34044,1,Petrol,PB-06,Manual,Hatchback,555000,Hyundai,Grand I10 Nios
2017,77357,2,Diesel,KA-05,Manual,Sedan,567000,Volkswagen,Ameo
2018,103763,1,Petrol,Unknown,Manual,Hatchback,397000,Maruti,Ignis
2017,97908,1,Petrol,GJ-18,Automatic,Lux Sedan,1009000,Toyota,Corolla Altis
2014,67573,2,Petrol,DL-4C,Manual,Hatchback,363000,Maruti,Swift
2015,55610,2,Petrol,TN-18,Automatic,SUV,555500,Ford,Ecosport
2021,18772,1,Petrol,DL-8C,Manual,SUV,598000,Renault,Triber
2011,65090,1,Petrol,DL-9C,Manual,Hatchback,214000,Maruti,Swift
2014,62423,1,CNG,MH-02,Manual,Hatchback,365000,Maruti,Wagon R 1.0
2018,23589,1,Petrol,HR-51,Manual,Sedan,981000,Honda,Amaze
2021,45138,1,CNG,DL-9C,Manual,Hatchback,400000,Maruti,Alto
2018,47983,1,Petrol,MH-03,Automatic,Hatchback,456000,Tata,Tiago
2021,43570,1,CNG,MH-43,Manual,Hatchback,684000,Hyundai,Grand I10 Nios
2012,76689,2,Petrol,GJ-05,Manual,Hatchback,285000,Honda,Brio
2019,86165,1,Petrol,GJ-27,Manual,Hatchback,528350,Maruti,Baleno
2015,52209,1,Petrol,KA-51,Manual,Hatchback,487000,Maruti,Celerio
2017,36298,1,Petrol,TS-10,Manual,Hatchback,507000,Maruti,Ignis
2019,48266,1,Petrol,TN-06,Automatic,SUV,715000,Tata,Nexon
2019,28958,1,Petrol,UP-16,Automatic,Hatchback,612000,Maruti,Ignis
2016,90397,1,Petrol,UP-16,Manual,Hatchback,293000,Maruti,Alto K10
2016,88272,1,Diesel,KA-03,Automatic,Lux SUV,1120000,Mahindra,Xuv500
2017,42668,1,Petrol,DL-6C,Manual,Hatchback,336000,Maruti,Alto K10
2016,57973,1,Petrol,MH-12,Manual,Hatchback,450000,Hyundai,Grand I10
2018,64200,2,Diesel,TN-14,Manual,SUV,829000,Ford,Ecosport
2015,47617,2,Petrol,KA-01,Automatic,Hatchback,611000,Honda,Jazz
2018,62535,1,Petrol,TS-09,Automatic,Sedan,674000,Maruti,Dzire
2019,25343,1,Petrol,KL-34,Automatic,Hatchback,513000,Nissan,Micra
2016,68362,1,Petrol,KL-08,Manual,Hatchback,260000,Renault,Kwid
2017,38904,1,Petrol,TN-05,Manual,Hatchback,516000,Hyundai,Grand I10
2017,17472,1,Petrol,MH-04,Automatic,Hatchback,456000,Maruti,Celerio
